iter	RMSE
470	0.6717351915
471	0.6691392474
472	0.6665699597
473	0.6640210127
474	0.6614864611
475	0.6589778713
476	0.6564836274
477	0.6540148685
478	0.6515657956
479	0.6491309558
480	0.6467209374
481	0.6443250975
482	0.6419486307
483	0.6390448698
484	0.6367018379
485	0.634382457
486	0.6315402062
487	0.6287262799
488	0.6259359188
489	0.6231734358
490	0.6189163676
491	0.6166869896
492	0.6139871349
493	0.6098155327
494	0.6056902365
495	0.6030626487
496	0.5990035672
497	0.5949895159
498	0.5924259171
499	0.5884764502
500	0.5863830768
501	0.5824925251
502	0.5800077965
503	0.5761793845
504	0.5723933924
505	0.5699697136
506	0.5675702161
507	0.5640792925
508	0.5606319899
509	0.5572277642
510	0.5552732574
511	0.5519251794
512	0.5496236657
513	0.546332269
514	0.5430819912
515	0.5411946388
516	0.5379977986
517	0.535773577
518	0.5326306871
519	0.5299685122
520	0.5268787496
521	0.5242599951
522	0.521222378
523	0.5182226901
524	0.5157997317
525	0.5128561918
526	0.5099494074
527	0.507589641
528	0.5047371209
529	0.5024209124
530	0.4996215366
531	0.496857117
532	0.4946006088
533	0.49188756
534	0.4892083962
535	0.4870095819
536	0.4843800801
537	0.4822212642
538	0.4796404108
539	0.4770918007
540	0.4749875408
541	0.4724859688
542	0.4704196677
543	0.4679641805
544	0.4655393836
545	0.4635246995
546	0.4611444691
547	0.459165832
548	0.4568292706
549	0.4548859507
550	0.4525921811
551	0.450327101
552	0.4481934206
553	0.4463171611
554	0.4443859941
555	0.442302431
556	0.440469816
557	0.4382885565
558	0.4363952283
559	0.4343696112
560	0.4323667862
561	0.4303865212
562	0.4282697315
563	0.4263203244
564	0.424392911
565	0.4223193765
566	0.4204219667
567	0.4183825141
568	0.4165145868
569	0.4146677795
570	0.4126696387
571	0.4108514966
572	0.409053945
573	0.407096035
574	0.4053263528
575	0.403576745
576	0.4016580139
577	0.3999355008
578	0.398047873
579	0.3963519837
580	0.3946753738
581	0.392825166
582	0.3911744387
583	0.3895425082
584	0.3877287439
585	0.3861219742
586	0.3845335306
587	0.3828870662
588	0.3813226965
589	0.3797074439
590	0.3781667369
591	0.3765819951
592	0.3750645464
593	0.3736565596
594	0.3721077311
595	0.3706204799
596	0.3691007441
597	0.3677270189
598	0.3662364506
599	0.3647837953
600	0.3633211236
601	0.3620653838
602	0.3608243874
603	0.3594996171
604	0.3582809457
605	0.3568797336
606	0.3556829003
607	0.3543941568
608	0.3532189116
609	0.3519515969
610	0.3507998037
611	0.3496519077
612	0.3485176253
613	0.3471797957
614	0.3460659408
615	0.344843193
616	0.3437495447
617	0.3420000237
618	0.3402631375
619	0.3389203446
620	0.3372033793
621	0.3358888564
622	0.3345948788
623	0.3328493335
624	0.3317936596
625	0.3307516116
626	0.329031822
627	0.3277822443
628	0.3267660128
629	0.3250708918
630	0.3240716588
631	0.3223972872
632	0.321414679
633	0.3197606862
634	0.3185653897
635	0.3176069872
636	0.3159265077
637	0.3149822477
638	0.3134013898
639	0.3122498212
640	0.3113304345
641	0.3096817579
642	0.3085587172
643	0.3069294819
644	0.3060327992
645	0.3045471305
646	0.3036658038
647	0.3020653163
648	0.3011968758
649	0.2992458753
650	0.2977240169
651	0.2966584229
652	0.2958172275
653	0.2941638609
654	0.2922652005
655	0.2914423141
656	0.289567767
657	0.287712132
658	0.2869095424
659	0.2850774954
660	0.2832639662
661	0.2822594951
662	0.2804684894
663	0.2796969633
664	0.2779287821
665	0.2761785345
666	0.275426032
667	0.2736981166
668	0.2719877628
669	0.2712537962
670	0.2695652951
671	0.2678939921
672	0.2669531329
673	0.2653027804
674	0.2636692769
675	0.2629680851
676	0.2612960961
677	0.2596441629
678	0.2587188491
679	0.2578141264
680	0.2561924048
681	0.2545901018
682	0.2530069731
683	0.2521267291
684	0.2505656437
685	0.2496792563
686	0.248817246
687	0.2472846184
688	0.2457703065
689	0.2442740803
690	0.2434355253
691	0.241960161
692	0.240423541
693	0.239605061
694	0.2387625088
695	0.2381485689
696	0.2373157654
697	0.2364919879
698	0.2356934486
699	0.2342768237
700	0.2328770129
701	0.2314938059
702	0.2307172173
703	0.2293532467
704	0.2279190932
705	0.227343831
706	0.2265596793
707	0.2257840239
708	0.2250316043
709	0.2242646621
710	0.2237028049
711	0.2223935105
712	0.2210996217
713	0.220351962
714	0.2190784103
715	0.2183520226
716	0.2170961072
717	0.2158549298
718	0.2146283077
719	0.2136867722
720	0.2129816525
721	0.2122884756
722	0.2115725927
723	0.2110546121
724	0.2101290451
725	0.2096182792
726	0.2089137852
727	0.2082422041
728	0.2075455688
729	0.2066375353
730	0.2061386062
731	0.2056460455
732	0.2049603706
733	0.2042821336
734	0.2033907584
735	0.2029055176
736	0.2022599687
737	0.2015922426
738	0.2011173531
739	0.200457081
740	0.1995828044
741	0.1991146797
742	0.1984644125
743	0.1978390415
744	0.1969782843
745	0.1965206329
746	0.1958802894
747	0.1950813389
748	0.1942884047
749	0.1935014506
750	0.1927204407
751	0.191945339
752	0.1911761101
753	0.1904127186
754	0.1896551291
755	0.1889033068
756	0.1881572168
757	0.1874168244
758	0.1866820953
759	0.1859529952
760	0.1852294899
761	0.1845115457
762	0.1838790134
763	0.1831670699
764	0.1824606098
765	0.1814941708
766	0.1807959183
767	0.1797817809
768	0.1790915462
769	0.1781459212
770	0.1774637055
771	0.1765290881
772	0.175854792
773	0.1751857266
774	0.174483769
775	0.1735677119
776	0.1729084304
777	0.1722198567
778	0.1716272312
779	0.1709755109
780	0.1702693306
781	0.1695928037
782	0.1689223776
783	0.1684094684
784	0.1676301846
785	0.1669406678
786	0.1661708836
787	0.1654908687
788	0.1647304687
789	0.1640598333
790	0.1633087033
791	0.1628231538
792	0.1620804282
793	0.1613436105
794	0.1607616243
795	0.1602915829
796	0.1595662644
797	0.1588467296
798	0.1585127383
799	0.1579455638
800	0.1573860178
801	0.1566791394
802	0.1561272801
803	0.1553686147
804	0.1545085792
805	0.1539576143
806	0.1535170634
807	0.15277727
808	0.1522264343
809	0.1516804395
810	0.1511329866
811	0.1505988984
812	0.1500575245
813	0.1495282001
814	0.1489979651
815	0.1481741933
816	0.1476530274
817	0.1471218115
818	0.1466018167
819	0.1457928415
820	0.1452800431
821	0.144758437
822	0.1442502017
823	0.1439529501
824	0.1434439142
825	0.142655181
826	0.1421559442
827	0.1416446236
828	0.1411498219
829	0.1404889877
830	0.1402016988
831	0.1397140587
832	0.139219036
833	0.1387203
834	0.1379582406
835	0.1374784022
836	0.1369928592
837	0.1362431195
838	0.1354247798
839	0.1349549496
840	0.1345777743
841	0.1340945248
842	0.1336155225
843	0.1329888849
844	0.1327220403
845	0.1319258799
846	0.1311372923
847	0.1306866577
848	0.1300752604
849	0.1297172996
850	0.1290164105
851	0.1282481127
852	0.1274871456
853	0.1270342792
854	0.1265854202
855	0.1261369864
856	0.1256968453
857	0.1249514126
858	0.124762361
859	0.1245142551
860	0.1239669429
861	0.1235415022
862	0.1231239202
863	0.1227140526
864	0.1221800029
865	0.121779421
866	0.1213862429
867	0.1210003322
868	0.1206215546
869	0.1202754185
870	0.1199524338
871	0.1196124131
872	0.1192494715
873	0.1187760477
874	0.1185552416
875	0.1183386917
876	0.117873647
877	0.1176618587
878	0.1174230285
879	0.1169676355
880	0.1167601441
881	0.1165260215
882	0.116294897
883	0.1160906761
884	0.1158621519
885	0.115661494
886	0.1154355368
887	0.1152124759
888	0.1150149487
889	0.1147943861
890	0.1144725703
891	0.1141627009
892	0.1137299169
893	0.1135386536
894	0.1133234736
895	0.1131355047
896	0.1129227319
897	0.1123583986
898	0.1117993361
899	0.1112454918
900	0.1106968137
901	0.1101532506
902	0.1096147517
903	0.1090812672
904	0.1085527477
905	0.1080291445
906	0.1077505947
907	0.1074460961
908	0.1071450523
909	0.1068474209
910	0.1065531599
911	0.1062857222
912	0.1059957495
913	0.1057090561
914	0.1052580421
915	0.104975198
916	0.1046955485
917	0.1043313524
918	0.1041462448
919	0.1038925043
920	0.1035263785
921	0.1032799645
922	0.1029179082
923	0.1025591208
924	0.1021215665
925	0.1017677837
926	0.1013358994
927	0.1009870589
928	0.1005607789
929	0.1002168189
930	0.09998197018
931	0.09964186347
932	0.09922331439
933	0.09888798448
934	0.09847489157
935	0.09814427861
936	0.09773657839
937	0.09757565393
938	0.09715800091
939	0.09675599431
940	0.09659799677
941	0.09618604142
942	0.09577793802
943	0.09537278668
944	0.09497102375
945	0.09457257989
946	0.0944168663
947	0.09402146605
948	0.09362930758
949	0.09318511126
950	0.09279818469
951	0.09236046706
952	0.0919793591
953	0.09154803509
954	0.09123724923
955	0.09092904466
956	0.09055766456
957	0.09029141188
958	0.08992312759
959	0.08965978767
960	0.08929435309
961	0.0889315501
962	0.08851935363
963	0.08816182384
964	0.08775568142
965	0.08746338137
966	0.08717352117
967	0.08682521465
968	0.08647121881
969	0.08612163588
970	0.08586519824
971	0.08552052004
972	0.08517819819
973	0.08483581614
974	0.08458470385
975	0.0842459602
976	0.0839664733
977	0.08363272214
978	0.08338364317
979	0.08310799377
980	0.08277851372
981	0.08253209839
982	0.08220535298
983	0.0818185233
984	0.08157046667
985	0.08132752017
986	0.08108246744
987	0.08084229324
988	0.08060019703
989	0.08027725985
990	0.08004155533
991	0.0797205974
992	0.07945605107
993	0.07914007172
994	0.07882365027
995	0.07851115246
996	0.07819797858
997	0.0779694381
998	0.07765885873
999	0.07734534632
